EmployerName,EmployeeID,ContributionAmount,ContributionDate,PlanID
Employer_23,1645,1267.79,2023-06-29,P0022
Employer_44,3365,1144.15,2025-04-30,P0039
Employer_2,2136,1590.29,2025-03-08,P0023
Employer_38,3948,611.54,2024-12-02,P0011
Employer_17,2401,1341.73,2024-04-20,P0028
Employer_35,1453,652.85,2024-12-13,P0031
Employer_34,3238,1214.83,2024-05-05,P0008
Employer_23,2914,1249.56,2024-10-08,P0053
Employer_30,2463,331.49,2023-07-06,P0039
Employer_8,2210,1142.4,2025-04-10,P0048
Employer_22,1830,122.68,2023-05-19,P0028
Employer_44,2390,1052.3,2023-03-06,P0016
Employer_36,2112,1425.29,2025-01-03,P0046
Employer_5,3234,238.38,2025-03-05,P0047
Employer_13,3866,1883.55,2024-04-13,P0052
Employer_29,2969,971.64,2023-02-07,P0031
Employer_31,3179,1882.99,2023-10-28,P0041
Employer_47,1871,304.06,2023-07-26,P0048
Employer_16,1634,1904.81,2023-02-14,P0016
Employer_42,2399,307.47,2025-03-21,P0005
Employer_30,1690,976.84,2023-07-24,P0035
Employer_16,3739,1882.18,2023-02-12,P0053
Employer_12,2865,542.15,2023-11-20,P0025
Employer_17,2057,166.09,2023-11-14,P0013
Employer_16,2955,1606.91,2024-06-11,P0029
Employer_12,1581,1232.18,2024-02-12,P0027
Employer_8,3218,1076.45,2025-04-14,P0040
Employer_20,2389,165.25,2024-07-10,P0017
Employer_3,1783,1341.14,2024-04-29,P0037
Employer_16,1180,426.08,2023-09-17,P0038
Employer_30,1018,1869.27,2023-02-07,P0029
Employer_45,2249,1402.88,2025-02-10,P0058
Employer_23,3928,1443.36,2024-10-24,P0059
Employer_28,2616,541.9,2023-07-15,P0034
Employer_40,3222,1773.43,2023-10-20,P0030
Employer_5,2245,1121.69,2024-01-01,P0031
Employer_20,2638,1728.46,2025-03-10,P0022
Employer_40,1053,614.8,2023-02-18,P0046
Employer_44,3742,1535.38,2024-11-02,P0025
Employer_1,3910,1191.68,2023-12-06,P0004
Employer_30,2426,192.0,2023-10-07,P0035
Employer_21,3396,870.15,2023-05-08,P0041
Employer_20,1442,449.43,2025-03-29,P0050
Employer_6,3880,782.43,2024-01-12,P0044
Employer_22,1579,828.37,2024-03-23,P0009
Employer_18,1281,1002.36,2024-02-14,P0059
Employer_8,3407,1240.55,2025-01-31,P0026
Employer_39,3962,1184.86,2024-03-26,P0027
Employer_32,1822,174.08,2024-01-31,P0027
Employer_33,3939,1526.31,2023-12-14,P0018
Employer_16,2669,1903.45,2023-07-11,P0030
Employer_12,1640,762.49,2024-05-23,P0045
Employer_38,2031,441.52,2024-12-09,P0059
Employer_34,3016,1126.0,2024-05-24,P0046
Employer_14,1562,1439.33,2024-01-12,P0031
Employer_36,3538,1389.92,2025-03-27,P0042
Employer_33,1340,1263.01,2024-06-15,P0003
Employer_23,1471,377.84,2023-10-01,P0029
Employer_50,2710,1689.97,2025-03-31,P0007
Employer_45,3296,908.68,2023-03-26,P0018
Employer_2,1234,520.79,2025-01-14,P0016
Employer_41,2106,263.91,2024-03-10,P0049
Employer_21,2116,891.77,2023-03-22,P0057
Employer_2,2908,1274.15,2024-03-16,P0032
Employer_27,2417,1364.22,2024-09-08,P0038
Employer_9,1823,1929.2,2025-04-22,P0025
Employer_1,2291,390.98,2023-07-04,P0044
Employer_11,1631,1972.97,2024-07-12,P0032
Employer_3,1528,1343.88,2023-10-28,P0019
Employer_23,2980,963.04,2023-11-25,P0003
Employer_26,3169,1787.57,2023-04-16,P0058
Employer_4,3939,1419.51,2023-03-23,P0060
Employer_18,3057,762.56,2023-12-02,P0035
Employer_6,2339,1779.76,2024-11-07,P0050
Employer_35,3885,1366.57,2023-10-30,P0029
Employer_22,2296,1427.79,2023-11-10,P0011
Employer_43,2329,1803.14,2024-04-01,P0006
Employer_15,2233,951.99,2024-09-09,P0019
Employer_22,2981,1348.12,2025-01-04,P0037
Employer_37,2753,1514.91,2024-03-12,P0045
Employer_42,3800,962.49,2023-06-20,P0027
Employer_12,3933,258.56,2024-12-07,P0005
Employer_47,3511,1565.74,2024-03-30,P0026
Employer_49,3759,190.85,2023-12-26,P0035
Employer_42,3775,1464.04,2024-04-02,P0019
Employer_38,3764,1830.66,2023-02-13,P0017
Employer_18,2948,759.24,2025-01-14,P0054
Employer_45,3127,293.92,2023-12-28,P0035
Employer_35,3527,542.44,2024-09-21,P0047
Employer_30,1901,1168.33,2024-03-21,P0049
Employer_24,1890,1891.05,2023-10-09,P0013
Employer_42,2570,1073.34,2024-10-16,P0014
Employer_30,2824,314.2,2025-03-21,P0030
Employer_14,3065,1292.79,2023-02-28,P0058
Employer_6,2188,1492.41,2023-03-18,P0048
Employer_3,2548,847.24,2024-11-18,P0057
Employer_16,1201,1470.88,2024-10-14,P0043
Employer_7,1740,717.16,2024-02-20,P0017
Employer_14,2369,1599.27,2024-01-08,P0037
Employer_9,2389,748.04,2024-06-09,P0053
Employer_15,3000,586.6,2025-03-31,P0015
Employer_21,2471,1770.44,2025-02-06,P0018
Employer_35,2536,1142.1,2024-11-26,P0048
Employer_2,1318,641.8,2023-06-13,P0014
Employer_27,3264,1876.67,2023-02-01,P0014
Employer_2,2057,1412.62,2023-05-27,P0045
Employer_35,2894,519.33,2024-09-14,P0033
Employer_18,3313,1267.82,2024-11-25,P0038
Employer_14,1723,1753.68,2025-03-11,P0055
Employer_20,3822,1422.69,2024-03-24,P0011
Employer_18,2700,565.04,2023-02-05,P0011
Employer_10,1412,1332.81,2023-05-10,P0057
Employer_25,2275,1276.4,2023-03-10,P0048
Employer_2,1400,1659.6,2023-08-30,P0056
Employer_25,2839,438.45,2025-03-08,P0026
Employer_33,1723,1429.31,2024-10-22,P0003
Employer_36,3329,152.0,2024-01-11,P0025
Employer_31,2135,1422.73,2024-01-06,P0017
Employer_14,3770,1924.83,2024-01-28,P0022
Employer_1,1750,431.34,2024-08-03,P0029
Employer_46,1267,691.47,2023-02-03,P0046
Employer_16,3345,1207.46,2024-09-11,P0026
Employer_46,2340,1491.55,2023-06-07,P0034
Employer_3,1569,754.31,2024-11-26,P0026
Employer_35,3556,1362.09,2024-04-05,P0057
Employer_41,2973,1808.63,2024-01-15,P0009
Employer_6,1545,1480.46,2024-01-16,P0040
Employer_25,3822,1450.94,2024-03-30,P0011
Employer_13,1364,825.74,2025-02-20,P0007
Employer_34,1546,1831.72,2023-03-20,P0030
Employer_8,1270,626.91,2024-08-10,P0054
Employer_21,1738,490.03,2023-05-21,P0002
Employer_34,3584,792.03,2024-06-26,P0030
Employer_4,2257,1335.3,2024-01-11,P0004
Employer_25,1058,1737.19,2024-02-12,P0058
Employer_15,2274,350.95,2023-11-18,P0055
Employer_4,2870,1646.22,2024-10-27,P0014
Employer_45,1085,1644.36,2023-10-13,P0013
Employer_12,1762,1215.15,2023-09-13,P0054
Employer_32,1389,1545.23,2023-04-27,P0025
Employer_32,2203,445.57,2023-01-27,P0013
Employer_28,1718,422.21,2025-01-23,P0013
Employer_13,3903,1739.32,2023-07-10,P0037
Employer_31,1148,1046.48,2024-05-26,P0060
Employer_14,1582,567.28,2024-06-14,P0044
Employer_20,1120,1408.59,2024-02-01,P0006
Employer_18,3812,1794.56,2024-07-29,P0026
Employer_29,3652,1301.41,2023-05-01,P0054
Employer_6,3303,759.96,2023-09-26,P0014
Employer_32,1765,1018.15,2025-03-04,P0008
Employer_29,3911,1529.31,2023-09-24,P0024
Employer_43,1799,228.25,2024-12-21,P0022
Employer_2,3106,512.61,2024-04-01,P0040
Employer_23,2021,978.91,2023-08-08,P0039
Employer_19,2469,1248.06,2024-09-18,P0049
Employer_31,3435,744.41,2023-10-20,P0021
Employer_5,2109,666.94,2024-12-11,P0043
Employer_19,3833,178.63,2024-05-17,P0026
Employer_34,2250,161.94,2023-07-24,P0010
Employer_10,3640,629.52,2023-05-06,P0013
Employer_25,2649,1107.96,2023-05-19,P0042
Employer_2,2815,1157.11,2023-03-17,P0053
Employer_11,2345,1038.65,2024-04-07,P0058
Employer_50,3956,878.77,2023-06-26,P0014
Employer_31,2341,579.35,2024-12-31,P0009
Employer_15,3613,861.32,2024-03-31,P0007
Employer_9,3446,363.64,2023-03-31,P0039
Employer_23,2732,318.99,2025-04-09,P0058
Employer_19,1898,669.89,2024-11-29,P0031
Employer_9,3340,1991.16,2023-11-24,P0050
Employer_35,1484,720.34,2024-11-14,P0016
Employer_21,1802,1879.27,2023-12-22,P0008
Employer_9,2715,845.3,2024-12-27,P0048
Employer_28,2915,934.12,2023-03-08,P0051
Employer_46,2757,1614.42,2024-07-17,P0015
Employer_7,2809,277.91,2024-07-09,P0025
Employer_16,3937,446.4,2023-10-25,P0047
Employer_16,3291,1950.3,2023-11-04,P0038
Employer_33,2443,1061.24,2023-06-11,P0041
Employer_4,2952,184.19,2024-12-29,P0015
Employer_4,3863,190.02,2024-12-27,P0025
Employer_39,3320,1823.76,2024-12-18,P0007
Employer_40,2670,1759.39,2024-10-15,P0026
Employer_17,2848,970.96,2023-06-28,P0060
Employer_37,1519,410.12,2025-03-23,P0008
Employer_39,2151,1677.54,2024-01-06,P0018
Employer_29,2396,716.74,2024-06-04,P0021
Employer_36,3615,896.21,2023-08-18,P0016
Employer_38,3685,1396.71,2023-05-05,P0047
Employer_39,3206,771.46,2023-07-25,P0003
Employer_50,1651,1294.47,2025-03-22,P0001
Employer_37,3223,1782.04,2023-05-23,P0013
Employer_35,2950,1615.01,2023-08-31,P0054
Employer_7,3667,825.06,2025-03-20,P0032
Employer_27,1210,647.08,2024-05-20,P0012
Employer_28,3494,642.47,2023-01-27,P0031
Employer_22,1585,762.32,2024-01-05,P0041
Employer_14,1166,1037.68,2024-07-21,P0002
Employer_7,3507,891.54,2024-08-09,P0041
Employer_37,3963,352.71,2024-01-13,P0008
Employer_22,2256,410.57,2024-04-23,P0059
Employer_5,2205,751.57,2025-04-02,P0025
Employer_2,2738,1167.92,2024-07-18,P0005
Employer_27,2052,1226.06,2023-05-13,P0045
Employer_21,1713,1023.79,2024-09-18,P0002
Employer_38,3888,1503.67,2023-03-30,P0042
Employer_15,3915,1500.77,2023-03-09,P0058
Employer_21,1687,912.49,2023-11-13,P0038
Employer_10,1329,336.44,2024-02-12,P0039
Employer_23,2746,1107.33,2025-01-04,P0003
Employer_39,2207,824.79,2025-01-06,P0046
Employer_5,3142,362.05,2024-05-05,P0048
Employer_1,1784,1965.45,2024-06-22,P0038
Employer_13,3696,802.54,2024-02-25,P0022
Employer_21,3400,1289.02,2025-02-26,P0040
Employer_26,3977,1031.24,2024-02-24,P0033
Employer_50,1940,371.37,2025-04-23,P0052
Employer_45,2288,205.53,2024-08-11,P0032
Employer_21,2679,1288.96,2023-03-17,P0047
Employer_18,3693,569.34,2023-05-09,P0017
Employer_37,1625,562.94,2023-11-21,P0056
Employer_45,1138,1918.25,2024-10-19,P0018
Employer_32,3763,977.37,2023-03-17,P0056
Employer_36,1761,155.91,2024-04-05,P0003
Employer_17,2833,745.7,2024-04-22,P0056
Employer_35,3302,1210.53,2024-11-27,P0006
Employer_49,2555,724.28,2024-06-13,P0049
Employer_11,1675,151.02,2023-12-19,P0055
Employer_21,1091,944.19,2023-05-12,P0013
Employer_26,2092,301.22,2025-04-28,P0055
Employer_4,1036,1276.4,2025-03-09,P0054
Employer_34,2787,1277.22,2024-07-18,P0031
Employer_48,3187,171.74,2024-10-17,P0017
Employer_18,3914,652.27,2024-08-24,P0021
Employer_40,3727,886.0,2023-07-06,P0016
Employer_35,2201,1145.5,2025-02-25,P0017
Employer_41,2836,662.52,2023-05-13,P0032
Employer_29,2894,646.72,2024-03-19,P0001
Employer_29,1136,1967.73,2024-05-29,P0048
Employer_38,3237,179.54,2023-02-26,P0038
Employer_42,2663,1979.19,2025-05-01,P0008
Employer_21,3389,190.73,2023-05-08,P0001
Employer_42,2582,647.85,2024-06-14,P0002
Employer_13,1971,1038.01,2023-06-06,P0047
Employer_49,1661,372.27,2023-11-08,P0037
Employer_41,3290,356.21,2023-06-18,P0024
Employer_17,2810,586.99,2023-06-15,P0027
Employer_9,1414,1949.66,2023-11-27,P0020
Employer_41,3754,822.22,2024-12-27,P0047
Employer_1,1342,1175.39,2023-08-19,P0021
Employer_2,3729,1438.15,2023-12-21,P0042
Employer_48,3700,1510.22,2024-06-15,P0037
Employer_29,1145,1407.28,2023-10-18,P0035
Employer_33,1322,740.16,2023-03-22,P0038
Employer_10,3169,312.28,2023-09-14,P0053
Employer_50,2275,635.26,2023-07-21,P0015
Employer_40,2878,499.56,2024-10-12,P0050
Employer_21,3358,358.93,2024-07-18,P0046
Employer_28,1600,146.54,2023-10-09,P0042
Employer_11,1474,1877.88,2023-05-09,P0030
Employer_34,3617,1849.97,2024-10-02,P0004
Employer_8,2515,195.79,2023-11-07,P0043
Employer_22,1574,428.86,2024-09-21,P0052
Employer_8,1346,365.05,2024-06-30,P0039
Employer_49,3867,634.32,2023-04-06,P0015
Employer_15,2510,487.73,2024-05-29,P0023
Employer_17,1381,1897.12,2024-10-18,P0041
Employer_23,2303,259.92,2023-06-22,P0015
Employer_24,1071,502.17,2024-08-29,P0026
Employer_45,3568,253.37,2024-08-17,P0012
Employer_19,3980,1962.73,2023-06-07,P0018
Employer_5,2117,1844.99,2023-06-25,P0006
Employer_32,2396,1461.6,2024-11-05,P0018
Employer_44,3386,909.35,2024-10-01,P0057
Employer_1,2359,461.34,2025-01-07,P0050
Employer_23,1663,520.83,2024-09-11,P0054
Employer_37,2515,941.78,2023-12-12,P0024
Employer_8,2891,1559.62,2024-07-31,P0038
Employer_13,1039,602.99,2023-02-12,P0028
Employer_8,2382,690.5,2025-04-25,P0015
Employer_23,3030,1239.89,2023-01-30,P0019
Employer_43,3621,551.69,2023-03-25,P0005
Employer_1,2277,1210.02,2023-02-16,P0004
Employer_45,1965,835.55,2024-10-18,P0017
Employer_24,3628,165.3,2025-02-28,P0053
Employer_35,2900,865.13,2024-08-13,P0010
Employer_24,3217,1847.1,2023-09-29,P0012
Employer_17,1700,656.91,2024-10-28,P0005
Employer_5,1510,713.38,2023-08-04,P0007
Employer_20,2283,225.29,2025-02-24,P0044
Employer_21,1583,1268.59,2024-08-08,P0023
Employer_40,1983,1713.56,2024-03-02,P0002
Employer_31,1458,770.55,2024-09-24,P0030
Employer_46,3576,556.47,2024-10-16,P0052
Employer_36,2905,1917.56,2023-02-01,P0049
Employer_11,3388,1515.64,2024-05-24,P0045
Employer_15,3104,1177.61,2024-10-04,P0037
Employer_19,3265,680.51,2024-07-12,P0005
Employer_7,3666,519.52,2023-10-24,P0020
Employer_28,1815,1459.91,2024-10-19,P0026
Employer_43,3778,1091.4,2023-11-06,P0044
Employer_5,3511,1089.14,2024-05-09,P0044
Employer_5,1246,240.05,2023-09-08,P0039
Employer_30,1729,1073.17,2025-04-04,P0006
Employer_32,3420,1663.21,2025-04-06,P0029
Employer_8,1416,1898.92,2024-12-02,P0010
Employer_10,2054,302.7,2024-02-20,P0051
Employer_38,1367,1299.21,2023-11-01,P0016
Employer_47,3606,1179.86,2024-04-09,P0034
Employer_32,1107,1791.59,2023-03-16,P0031
Employer_48,3631,1527.36,2024-12-06,P0036
Employer_28,1838,1934.0,2023-03-03,P0041
Employer_17,1417,1924.06,2023-06-11,P0058
Employer_31,2643,528.8,2024-03-26,P0005
Employer_8,1820,1478.17,2024-03-01,P0033
Employer_40,2421,1107.99,2024-05-10,P0043
Employer_25,1682,507.74,2024-04-20,P0019
Employer_9,1255,470.25,2023-07-28,P0032
Employer_2,3827,254.06,2023-12-15,P0057
Employer_15,1837,1611.54,2024-09-13,P0023
Employer_50,3962,716.56,2023-05-28,P0003
Employer_3,3282,1728.24,2023-11-17,P0001
Employer_49,1552,1255.8,2025-01-05,P0036
Employer_36,1180,1379.9,2023-11-23,P0041
Employer_4,1156,654.18,2025-01-21,P0028
Employer_14,2477,968.86,2023-12-20,P0048
Employer_41,1570,883.4,2024-02-13,P0039
Employer_41,1856,547.81,2023-05-14,P0005
Employer_25,2784,1681.77,2025-02-17,P0013
Employer_50,2727,1281.96,2024-01-15,P0011
Employer_10,2047,171.12,2024-06-11,P0046
Employer_21,2496,1657.84,2024-07-29,P0022
Employer_36,2423,301.47,2023-04-19,P0049
Employer_12,3995,867.02,2023-11-23,P0023
Employer_27,1591,1185.39,2023-09-05,P0012
Employer_40,3181,114.54,2024-04-22,P0053
Employer_2,1420,1340.53,2023-05-06,P0055
Employer_13,3260,1353.44,2023-10-01,P0053
Employer_32,3947,1339.8,2024-04-05,P0021
Employer_31,3529,410.59,2023-09-11,P0019
Employer_16,1347,585.89,2023-05-25,P0005
Employer_32,1165,570.01,2023-04-10,P0024
Employer_32,1936,1924.13,2023-02-21,P0030
Employer_34,1347,228.3,2023-10-25,P0008
Employer_11,3896,914.65,2024-01-29,P0002
Employer_10,1397,1755.38,2024-09-22,P0059
Employer_15,1582,1561.99,2024-03-04,P0049
Employer_17,3773,1662.64,2023-09-12,P0034
Employer_40,2600,1947.36,2023-06-13,P0059
Employer_18,1307,835.8,2025-04-13,P0023
Employer_9,3845,688.35,2023-12-02,P0003
Employer_25,3766,158.25,2024-08-14,P0056
Employer_40,3513,385.04,2025-01-08,P0052
Employer_14,1098,1167.83,2023-11-17,P0058
Employer_25,2265,399.56,2023-07-14,P0058
Employer_50,1157,1498.98,2025-02-20,P0024
Employer_22,3657,170.74,2023-06-13,P0018
Employer_30,1553,593.03,2024-05-25,P0047
Employer_20,1650,1421.36,2024-06-11,P0037
Employer_21,3967,585.46,2024-04-23,P0054
Employer_44,3274,1484.64,2024-05-25,P0049
Employer_32,3470,1992.14,2023-11-12,P0031
Employer_46,3290,1614.46,2024-05-24,P0014
Employer_49,3577,749.49,2023-01-24,P0001
Employer_21,2068,1811.12,2023-04-03,P0014
Employer_35,2495,197.24,2024-02-07,P0041
Employer_32,3418,1477.51,2024-06-01,P0005
Employer_30,2878,144.31,2024-04-13,P0031
Employer_39,3699,431.66,2023-09-04,P0031
Employer_49,3736,1976.41,2023-08-09,P0030
Employer_12,1733,785.68,2024-08-20,P0036
Employer_41,2950,1658.95,2023-12-28,P0001
Employer_47,1091,814.56,2023-02-19,P0003
Employer_18,3219,1696.05,2023-02-21,P0020
Employer_21,2627,1934.34,2023-10-16,P0043
Employer_13,2215,927.52,2024-05-21,P0048
Employer_21,2100,1162.76,2024-09-03,P0043
Employer_8,2304,1294.42,2024-10-31,P0021
Employer_46,2387,1876.19,2024-11-19,P0030
Employer_40,1178,587.81,2024-04-26,P0042
Employer_46,3285,1261.37,2023-10-20,P0044
Employer_7,3924,716.97,2024-07-03,P0030
Employer_23,3949,512.17,2023-01-09,P0005
Employer_44,1279,261.35,2023-04-21,P0010
Employer_32,2042,1279.35,2024-03-17,P0024
Employer_11,2618,1775.96,2023-05-18,P0045
Employer_22,3787,767.65,2023-09-28,P0051
Employer_22,1370,1150.07,2025-01-14,P0039
Employer_43,2800,1320.05,2024-01-10,P0048
Employer_25,3917,887.84,2025-02-21,P0006
Employer_22,2703,1816.36,2024-02-17,P0010
Employer_28,3268,789.23,2024-01-10,P0059
Employer_29,3967,337.52,2023-02-16,P0042
Employer_13,1303,373.64,2024-02-15,P0058
Employer_18,2348,1792.63,2023-02-22,P0043
Employer_2,2460,1977.22,2024-08-06,P0054
Employer_29,3485,648.98,2024-07-29,P0010
Employer_21,2193,372.85,2023-07-19,P0025
Employer_15,3422,1016.2,2024-01-07,P0014
Employer_27,3428,1448.1,2024-07-20,P0047
Employer_50,3061,1263.57,2023-10-23,P0039
Employer_31,3790,1907.11,2023-03-17,P0013
Employer_15,1668,1653.78,2024-01-31,P0011
Employer_23,1499,1751.05,2024-05-31,P0039
Employer_24,2414,1129.17,2024-04-06,P0011
Employer_44,2572,721.82,2025-02-21,P0046
Employer_13,3612,1433.3,2024-07-17,P0049
Employer_22,1529,934.2,2023-10-14,P0016
Employer_43,3006,646.73,2025-04-25,P0033
Employer_37,3539,389.31,2024-09-30,P0041
Employer_33,2219,1102.96,2024-11-27,P0041
Employer_3,1754,1229.08,2024-09-17,P0060
Employer_19,3347,1180.69,2023-05-02,P0032
Employer_23,1814,321.44,2023-05-12,P0059
Employer_29,3594,1182.98,2023-04-10,P0010
Employer_30,1726,419.99,2024-02-08,P0051
Employer_39,1730,1361.06,2024-01-18,P0015
Employer_44,1827,915.83,2025-03-24,P0016
Employer_47,3649,1712.7,2023-12-14,P0043
Employer_25,2331,1578.7,2024-07-25,P0027
Employer_37,3046,1476.33,2024-01-10,P0056
Employer_47,3815,1431.4,2025-02-12,P0057
Employer_8,1874,1164.93,2023-05-28,P0049
Employer_42,3984,216.12,2023-07-23,P0060
Employer_16,3178,1345.43,2024-09-08,P0051
Employer_8,3003,987.15,2024-06-05,P0045
Employer_1,2677,992.15,2024-02-16,P0032
Employer_44,1607,820.14,2024-05-27,P0006
Employer_5,3073,1865.23,2023-02-11,P0047
Employer_3,2477,573.96,2023-02-16,P0048
Employer_1,1634,701.53,2023-02-09,P0036
Employer_4,2209,1929.78,2023-05-21,P0008
Employer_40,1483,1639.29,2024-12-31,P0025
Employer_35,3727,126.76,2023-12-08,P0007
Employer_32,2074,1821.6,2025-04-03,P0059
Employer_42,2914,530.63,2024-04-30,P0017
Employer_34,3052,1441.27,2024-06-15,P0048
Employer_43,1588,1150.84,2024-04-12,P0030
Employer_25,3255,1119.94,2023-06-02,P0002
Employer_10,3304,1464.05,2024-09-12,P0017
Employer_21,2228,493.64,2024-06-11,P0057
Employer_46,2973,402.15,2023-05-24,P0004
Employer_39,3058,1338.63,2023-12-02,P0026
Employer_27,1948,652.1,2024-09-19,P0014
Employer_27,3055,1950.51,2023-11-23,P0008
Employer_2,3983,957.87,2023-06-16,P0005
Employer_41,3079,312.03,2024-02-07,P0005
Employer_48,3007,1403.05,2024-09-23,P0005
Employer_13,3587,681.7,2025-01-27,P0027
Employer_9,2741,382.32,2023-11-03,P0005
Employer_36,1386,903.36,2024-08-30,P0003
Employer_22,2251,1932.02,2023-12-11,P0038
Employer_42,3687,881.72,2024-06-03,P0030
Employer_26,2790,759.93,2025-04-28,P0001
Employer_12,2498,944.57,2024-06-05,P0008
Employer_17,1206,123.02,2024-06-29,P0013
Employer_14,2818,352.89,2024-05-16,P0020
Employer_14,2780,1714.38,2024-12-26,P0006
Employer_34,3604,1958.27,2024-07-30,P0050
Employer_20,3395,400.09,2023-11-03,P0050
Employer_11,1792,1117.48,2024-05-01,P0048
Employer_16,3281,1936.03,2025-04-15,P0008
Employer_31,2724,397.5,2023-01-18,P0030
Employer_6,2005,453.99,2024-01-13,P0049
Employer_19,3784,1860.95,2023-12-06,P0040
Employer_37,1941,1440.81,2024-11-20,P0015
Employer_4,2165,388.74,2023-04-23,P0058
Employer_47,3223,847.64,2024-03-02,P0010
Employer_4,2677,206.91,2024-08-20,P0033
Employer_20,1448,922.08,2023-11-12,P0009
Employer_10,1591,1578.01,2025-03-26,P0049
Employer_24,1081,1152.55,2025-01-12,P0052
Employer_35,3182,1330.14,2024-12-05,P0057
Employer_26,3903,720.96,2024-10-06,P0033
Employer_37,2406,406.65,2023-01-28,P0009
Employer_38,2480,124.92,2024-09-03,P0014
Employer_21,3487,1660.49,2024-04-30,P0056
Employer_40,2079,1309.64,2023-09-29,P0032
Employer_39,3744,535.71,2024-11-02,P0037
Employer_21,1418,895.02,2025-03-12,P0006
Employer_10,1087,1622.74,2025-03-05,P0005
Employer_38,3703,1123.53,2024-08-15,P0004
Employer_46,1214,670.3,2024-08-14,P0060
Employer_4,2758,607.65,2023-08-22,P0048
Employer_45,3599,513.47,2025-01-08,P0016
Employer_20,2520,1665.09,2023-02-22,P0010
Employer_17,2717,1205.53,2024-08-20,P0031
Employer_7,3550,1447.4,2024-05-06,P0031
Employer_4,3746,1734.23,2023-06-24,P0014
Employer_29,3292,1975.04,2024-06-20,P0013
Employer_14,2501,574.02,2024-10-06,P0060
Employer_3,1308,443.71,2025-01-08,P0004
Employer_24,1230,977.8,2024-09-26,P0046
Employer_37,1154,166.64,2025-03-04,P0026
Employer_16,2198,1604.26,2024-01-25,P0024
Employer_4,3895,1779.14,2023-06-01,P0056
Employer_24,1114,1403.48,2025-04-21,P0009
Employer_34,2413,609.19,2024-11-28,P0035
Employer_30,1310,334.0,2023-09-06,P0042
Employer_18,1992,826.07,2023-02-02,P0015
Employer_19,3347,1683.34,2024-08-09,P0024
Employer_31,2041,760.87,2024-12-18,P0031
Employer_19,3831,165.08,2023-04-23,P0019
Employer_49,1011,621.13,2023-07-15,P0002
Employer_46,2427,1980.9,2023-01-20,P0002
Employer_19,3279,1385.67,2024-03-27,P0041
Employer_22,3013,1811.62,2023-11-18,P0036
Employer_24,1729,1572.24,2024-03-04,P0037
Employer_45,2301,1125.44,2023-06-05,P0034
Employer_12,2376,382.51,2024-02-27,P0057
Employer_30,3036,762.42,2024-12-08,P0039
Employer_38,3350,1209.11,2023-07-28,P0019
Employer_31,1540,1754.2,2024-02-25,P0038
Employer_36,3517,610.48,2024-05-28,P0023
Employer_19,3860,330.33,2025-03-04,P0016
Employer_48,1076,1161.78,2024-09-18,P0046
Employer_45,1023,435.35,2024-04-27,P0044
Employer_36,2038,1259.69,2025-01-23,P0006
Employer_30,1675,600.69,2025-01-14,P0058
Employer_49,3572,538.83,2023-03-05,P0059
Employer_33,3394,858.44,2024-12-23,P0026
Employer_18,1171,1227.06,2023-05-22,P0022
Employer_49,2892,1136.1,2024-06-15,P0045
Employer_28,3759,565.0,2023-08-01,P0047
Employer_47,1488,1793.12,2024-07-28,P0024
Employer_11,2485,308.78,2023-11-29,P0046
Employer_45,3425,174.99,2024-11-09,P0040
Employer_33,3419,1245.14,2024-05-04,P0021
Employer_17,1756,334.47,2024-06-22,P0030
Employer_6,3524,1059.29,2024-01-21,P0052
Employer_4,3429,1908.37,2023-11-18,P0011
Employer_20,1154,1427.3,2023-06-27,P0053
Employer_48,1256,1273.17,2024-04-15,P0009
Employer_47,2779,1192.13,2024-06-29,P0012
Employer_27,1673,441.12,2023-12-17,P0026
Employer_15,3115,922.03,2024-07-13,P0038
Employer_6,3391,750.79,2023-12-29,P0051
Employer_47,1672,1910.84,2024-11-23,P0003
Employer_14,3438,560.41,2025-03-01,P0033
Employer_11,2472,995.88,2025-01-08,P0015
Employer_39,1258,1882.35,2024-11-28,P0047
Employer_9,1306,1599.44,2024-10-20,P0005
Employer_26,2118,1932.58,2025-04-02,P0054
Employer_16,3997,1255.83,2024-12-10,P0024
Employer_5,1245,734.2,2023-09-28,P0011
Employer_10,3780,1670.63,2024-09-16,P0057
Employer_50,2658,653.77,2024-05-10,P0055
Employer_3,1186,413.07,2023-07-16,P0033
Employer_13,2797,1441.95,2023-09-10,P0023
Employer_43,1924,1314.02,2023-10-13,P0010
Employer_49,1784,1770.0,2024-07-25,P0057
Employer_30,2595,1927.66,2023-11-02,P0052
Employer_45,3455,1728.68,2023-08-19,P0043
Employer_6,2360,214.04,2023-11-01,P0028
Employer_17,1340,1362.58,2025-02-28,P0039
Employer_45,1562,1590.99,2023-10-23,P0057
Employer_19,1650,1965.66,2024-12-22,P0017
Employer_42,3999,811.86,2023-08-01,P0044
Employer_35,2193,422.78,2024-12-07,P0026
Employer_46,1068,1720.57,2024-12-22,P0025
Employer_26,2583,703.19,2024-05-15,P0036
Employer_5,3428,1236.58,2023-11-21,P0012
Employer_29,3104,840.8,2024-05-06,P0056
Employer_37,2300,864.42,2023-12-24,P0003
Employer_20,3897,1491.68,2024-07-27,P0050
Employer_49,2122,786.8,2025-03-25,P0029
Employer_21,1915,1416.84,2025-01-08,P0044
Employer_10,3372,127.22,2023-10-08,P0056
Employer_5,1460,716.83,2023-10-22,P0024
